Location,ManufactureDate,ReadDate,AgeInDays,Model,MileageKM,MileagePerDay,MaxRangeKM,ReplacementBatt,MileageSinceNewKM,Battery AgeDays,WattHoursPerKM,OriginalRangeKM,SuperchargeFreq,MaxChargeFreq,RunToEmptyFreq,DailyChargeLevel,Cycles
Asia Pacific & Europe (excl UK),3-Apr-15,19-Feb-16,322,Model S P85D,21620,66.9,374,No,21620,323,235,408,twice a month,monthly,once or twice a year,70%,68.42
Asia Pacific & Europe (excl UK),3-Apr-15,20-Feb-16,323,Model S P85D,21878,67.5,375,No,21878,324,235,408,twice a month,monthly,once or twice a year,70%,69.15
Asia Pacific & Europe (excl UK),25-Nov-14,20-Feb-16,452,Model S 85,40501,89.4,377,No,40501,453,218,400,,,,,116.6
Asia Pacific & Europe (excl UK),19-Mar-14,27-Feb-16,710,Model S 85,42200,59.4,365,No,42200,711,222,400,,,,,125.68
Asia Pacific & Europe (excl UK),25-Nov-13,14-Feb-16,811,Model S P85+,89850,110.7,376,No,89850,812,225,400,a few times a year,weekly,monthly,90%,267.32
Asia Pacific & Europe (excl UK),20-Sep-15,22-Feb-16,155,Model S 85D,3856,24.7,421,No,3856,156,269,430,monthly,a few times a year,a few times a year,90%,13.45
Asia Pacific & Europe (excl UK),15-Dec-15,23-Feb-16,70,Model S 70D,4093,57.6,361,No,4093,71,230,365,,,,,13.68
Asia Pacific & Europe (excl UK),14-Jun-14,27-Feb-16,623,Model S 85,37000,59.3,377,No,37000,624,227,400,a few times a year,monthly,never,80%,110.93
Asia Pacific & Europe (excl UK),30-Sep-14,27-Feb-16,515,Model S 85,48277,93.6,366,No,48277,516,258,400,a few times a year,monthly,never,80%,166.86
Asia Pacific & Europe (excl UK),30-Sep-14,28-Feb-16,516,Model S 85,48521,93.9,367,No,48521,517,258,400,a few times a year,monthly,never,80%,167.49
Asia Pacific & Europe (excl UK),3-Mar-15,2-Mar-16,365,Model S 85D,36800,100.5,413,No,36800,366,214,430,twice a month,monthly,a few times a year,80%,103.04
Asia Pacific & Europe (excl UK),7-Jan-16,4-Mar-16,57,Model S 85D,370,6.4,426,No,370,58,248,430,,,,90%,1.18
Asia Pacific & Europe (excl UK),29-Sep-15,4-Mar-16,157,Model S 90D,16500,104.4,424,No,16500,158,248,452,a few times a year,a few times a year,a few times a year,80%,51.32
Asia Pacific & Europe (excl UK),24-Mar-14,7-Mar-16,714,Model S 85,65000,90.9,360,No,65000,715,211,400,monthly,once or twice a year,once or twice a year,80%,185.2
Asia Pacific & Europe (excl UK),21-Dec-13,5-Mar-16,805,Model S 85,70614,87.6,369,No,70614,806,220,400,twice a month,monthly,a few times a year,80%,208.57
Asia Pacific & Europe (excl UK),15-May-15,4-Mar-16,294,Model S 70D,17800,60.3,353,No,17800,295,218,365,,,,,57.36
Asia Pacific & Europe (excl UK),7-Dec-13,21-Mar-15,469,Model S 85,132950,282.9,372,No,132950,470,220,400,a few times a year,twice a week,once or twice a year,90%,391.11
Asia Pacific & Europe (excl UK),26-Nov-13,9-Mar-16,834,Model S 85,92560,110.9,368,No,92560,835,228,400,a few times a year,a few times a year,a few times a year,70%,281.97
Asia Pacific & Europe (excl UK),10-Mar-16,11-Mar-16,1,Model S 90D,300,150,458,No,300,2,218,452,,,,,0.79
Asia Pacific & Europe (excl UK),2-Jun-14,11-Mar-16,648,Model S 85,36500,56.2,372,No,36500,649,215,400,a few times a year,a few times a year,once or twice a year,90%,104.96
Asia Pacific & Europe (excl UK),19-Aug-15,12-Mar-16,206,Model S 70D,27355,132.1,357,No,27355,207,225,365,twice a week,monthly,a few times a year,80%,89.9
Asia Pacific & Europe (excl UK),17-Dec-14,14-Mar-16,453,Model S 85,48000,105.7,384,No,48000,454,227,400,twice a month,a few times a year,never,80%,142.59
Asia Pacific & Europe (excl UK),15-Dec-15,18-Mar-16,94,Model S 70D,6076,64,361,No,6076,95,228,365,a few times a year,never,never,90%,20.12
Asia Pacific & Europe (excl UK),15-Oct-14,18-Mar-16,520,Model S 85,61737,118.5,378,No,61737,521,237,400,,,,,192.97
Asia Pacific & Europe (excl UK),29-Sep-15,18-Mar-16,171,Model S 90D,17326,100.7,433,No,17326,172,248,452,a few times a year,a few times a year,a few times a year,80%,53.33
Asia Pacific & Europe (excl UK),13-May-15,19-Mar-16,311,Model S 85,28805,92.3,370,No,28805,312,214,400,a few times a year,a few times a year,a few times a year,80%,82.15
Asia Pacific & Europe (excl UK),19-Mar-14,19-Mar-16,731,Model S 85,42900,58.6,376,No,42900,732,222,400,,,,,126.72
Asia Pacific & Europe (excl UK),13-May-15,20-Mar-16,312,Model S 85,28479,91,381,No,28479,313,212,400,weekly,monthly,a few times a year,80%,79.32
Asia Pacific & Europe (excl UK),19-Aug-15,25-Mar-16,219,Model S 70D,29300,133.2,356,No,29300,220,224,365,twice a week,monthly,once or twice a year,80%,96
Asia Pacific & Europe (excl UK),4-Dec-15,25-Mar-16,112,Model S 70D,11500,101.8,360,No,11500,113,223,365,,a few times a year,never,80%,37.3
Asia Pacific & Europe (excl UK),20-Dec-13,25-Mar-16,826,Model S 85,51000,61.7,369,No,51000,827,222,400,a few times a year,a few times a year,once or twice a year,80%,151.1
Asia Pacific & Europe (excl UK),23-Dec-13,28-Mar-16,826,Model S P85,71000,85.9,376,No,71000,827,221,400,a few times a year,a few times a year,a few times a year,90%,207.49
Asia Pacific & Europe (excl UK),25-Jun-15,5-Feb-16,225,Model S 85,24639,109,382,No,24639,226,228,400,twice a month,a few times a year,a few times a year,80%,73.71
Asia Pacific & Europe (excl UK),5-Dec-13,28-Mar-16,844,Model S P85,69000,81.7,373,No,69000,845,230,400,weekly,once or twice a year,a few times a year,,210.68
Asia Pacific & Europe (excl UK),1-Jun-15,30-Mar-16,303,Model S 85D,41187,135.5,404,No,41187,304,256,430,twice a week,a few times a year,twice a month,50%,140.31
Asia Pacific & Europe (excl UK),20-Nov-13,20-Mar-16,851,Model S 85,126800,148.8,372,No,126800,852,187,400,twice a week,twice a month,once or twice a year,70%,317.09
Asia Pacific & Europe (excl UK),31-Mar-15,29-May-16,425,Model S P85D,53000,124.4,375,No,53000,426,220,408,weekly,monthly,a few times a year,80%,155.86
Asia Pacific & Europe (excl UK),1-Jun-15,30-Mar-16,303,Model S 70D,49987,164.4,358,No,49987,304,207,365,twice a week,a few times a year,never,,151.87
Asia Pacific & Europe (excl UK),13-May-15,31-Mar-16,323,Model S 85,30311,93.6,388,No,30311,324,210,400,,,,,83.4
Asia Pacific & Europe (excl UK),17-Mar-14,1-Apr-16,746,Model S P85,70000,93.7,384,No,70000,747,203,400,a few times a year,a few times a year,never,90%,185.97
Asia Pacific & Europe (excl UK),26-Mar-14,1-Apr-16,737,Model S P85,54700,74.1,384,No,54700,738,171,400,monthly,a few times a year,once or twice a year,80%,123.19
Asia Pacific & Europe (excl UK),3-Apr-15,4-Apr-16,367,Model S P85D,24606,66.9,376,No,24606,368,235,408,twice a month,monthly,once or twice a year,80%,77.67
Asia Pacific & Europe (excl UK),7-Jan-14,4-Apr-16,818,Model S P85,121121,147.9,373,No,121121,819,214,400,weekly,monthly,once or twice a year,90%,346.17
Asia Pacific & Europe (excl UK),10-Sep-13,5-Apr-16,938,Model S P85,165000,175.7,366,No,165000,939,211,400,twice a month,daily,a few times a year,100%,466.38
Asia Pacific & Europe (excl UK),3-Apr-15,6-Apr-16,369,Model S P85D,24758,66.9,376,No,24758,370,235,408,twice a month,monthly,once or twice a year,80%,78.15
Asia Pacific & Europe (excl UK),3-Apr-15,10-Apr-16,373,Model S P85D,24956,66.7,376,No,24956,374,235,408,twice a month,monthly,once or twice a year,80%,78.78
Asia Pacific & Europe (excl UK),13-May-15,9-Apr-16,332,Model S 85,31293,94,375,No,31293,333,213,400,a few times a year,a few times a year,a few times a year,80%,88.25
Asia Pacific & Europe (excl UK),17-Dec-14,15-Apr-16,485,Model S 85,49200,101.2,386,No,49200,486,227,400,monthly,monthly,never,80%,145.79
Asia Pacific & Europe (excl UK),24-Sep-15,21-Dec-15,88,Model S 70D,7800,87.6,358,No,7800,89,220,365,a few times a year,monthly,a few times a year,90%,25.03
Asia Pacific & Europe (excl UK),12-Dec-15,17-Apr-16,127,Model S 85D,15000,117.2,413,No,15000,128,223,430,twice a week,twice a month,never,80%,43.77
Asia Pacific & Europe (excl UK),20-Nov-13,17-Apr-16,879,Model S 85,130820,148.7,377,No,130820,880,187,400,twice a week,twice a month,never,70%,325.04
Asia Pacific & Europe (excl UK),5-Jun-15,17-Apr-16,317,Model S 85D,43210,135.9,410,No,43210,318,210,430,weekly,monthly,never,90%,119.15
Asia Pacific & Europe (excl UK),15-Dec-15,18-Apr-16,125,Model S 70D,8643,68.6,361,No,8643,126,220,365,,,,,27.62
Asia Pacific & Europe (excl UK),25-Nov-13,14-Apr-16,871,Model S P85+,97310,111.6,376,No,97310,872,228,400,,,,,295.17
Asia Pacific & Europe (excl UK),22-Nov-13,19-Apr-16,879,Model S 85,93400,106.1,369,No,93400,880,202,400,a few times a year,monthly,never,90%,253.29
Asia Pacific & Europe (excl UK),26-Nov-13,22-Apr-16,878,Model S 85,98528,112.1,374,No,98528,879,228,400,a few times a year,a few times a year,a few times a year,70%,297.82
Asia Pacific & Europe (excl UK),3-Apr-15,22-Apr-16,385,Model S P85D,26081,67.6,375,No,26081,386,234,408,twice a month,monthly,once or twice a year,80%,82.08
Asia Pacific & Europe (excl UK),19-Aug-15,30-Apr-16,255,Model S 70D,36870,144,352,No,36870,256,219,365,twice a week,monthly,a few times a year,80%,118.76
Asia Pacific & Europe (excl UK),24-Jun-14,1-May-16,677,Model S 85,89983,132.7,377,No,89983,678,222,400,twice a month,twice a month,a few times a year,90%,265.42
Asia Pacific & Europe (excl UK),4-Jun-14,30-Apr-16,696,Model S 85,108644,155.9,374,No,108644,697,185,400,weekly,a few times a year,a few times a year,90%,268.09
Asia Pacific & Europe (excl UK),20-Jul-13,2-May-16,1017,Model S 85,69255,68,387,No,69255,"1,018",218,400,a few times a year,a few times a year,a few times a year,90%,198.07
Asia Pacific & Europe (excl UK),15-May-15,2-May-16,353,Model S 85D,54500,154,425,Yes,18500,120,224,430,daily,once or twice a year,once or twice a year,90%,53.45
Asia Pacific & Europe (excl UK),5-Jun-14,12-May-16,707,Model S 85,62660,88.5,374,No,62660,708,223,400,twice a month,monthly,a few times a year,90%,185.26
Asia Pacific & Europe (excl UK),24-May-14,10-May-16,717,Model S 60,39500,55,279,No,39500,718,199,289,monthly,a few times a year,never,90%,136.77
Asia Pacific & Europe (excl UK),16-Nov-13,25-Mar-16,860,Model S 85,36410,42.3,379,No,36410,861,219,400,weekly,a few times a year,once or twice a year,90%,105.7
Asia Pacific & Europe (excl UK),15-Dec-15,18-May-16,155,Model S 70D,11680,74.9,364,No,11680,156,218,365,,,,,37.07
Asia Pacific & Europe (excl UK),10-Sep-13,18-May-16,981,Model S P85,172000,175.2,365,No,172000,982,211,400,twice a month,daily,a few times a year,100%,486.8
Asia Pacific & Europe (excl UK),19-Aug-15,20-May-16,275,Model S 70D,39404,142.8,352,No,39404,276,216,365,daily,monthly,a few times a year,80%,125.19
Asia Pacific & Europe (excl UK),24-May-14,27-May-16,734,Model S 60,39800,54.1,274,No,39800,735,199,289,monthly,a few times a year,never,90%,139.04
Asia Pacific & Europe (excl UK),29-Sep-15,27-May-16,241,Model S 90D,24331,100.5,432,No,24331,242,236,452,a few times a year,a few times a year,a few times a year,80%,71.79
Asia Pacific & Europe (excl UK),4-Jun-14,27-May-16,723,Model S 85,112723,155.7,375,No,112723,724,184,400,weekly,a few times a year,a few times a year,90%,276.29
Asia Pacific & Europe (excl UK),4-Jun-14,29-May-16,725,Model S 85,113170,155.9,373,No,113170,726,184,400,weekly,a few times a year,,90%,278.1
Asia Pacific & Europe (excl UK),13-May-15,5-Jun-16,389,Model S 85,43806,112.3,383,No,43806,390,190,400,twice a week,monthly,monthly,80%,109.74
Asia Pacific & Europe (excl UK),5-Jun-15,5-Jun-16,366,Model S 85D,47128,128.4,419,No,47128,367,212,430,weekly,monthly,a few times a year,90%,130.6
Asia Pacific & Europe (excl UK),20-Jan-16,10-Apr-16,81,Model S 70D,1340,16.3,364,No,1340,82,179,365,monthly,a few times a year,never,70%,3.49
Asia Pacific & Europe (excl UK),20-Jan-16,14-May-16,115,Model S 70D,3177,27.4,364,No,3177,116,179,365,monthly,a few times a year,never,70%,8.23
Asia Pacific & Europe (excl UK),21-Dec-13,5-Jun-16,897,Model S 85,80500,89.6,371,No,80500,898,217,400,monthly,a few times a year,once or twice a year,80%,233.92
Asia Pacific & Europe (excl UK),20-Jun-14,17-Dec-15,545,Model S 85,46534,85.2,361,No,46534,546,221,400,a few times a year,a few times a year,once or twice a year,80%,138.69
Asia Pacific & Europe (excl UK),20-Jun-14,28-Mar-16,647,Model S 85,53226,82.1,364,No,53226,648,221,400,a few times a year,a few times a year,once or twice a year,80%,158.01
Asia Pacific & Europe (excl UK),3-Apr-15,7-Jun-16,431,Model S P85D,27279,63.1,377,No,27279,432,233,408,twice a month,monthly,once or twice a year,70%,85.27
Asia Pacific & Europe (excl UK),3-Apr-15,11-Jun-16,435,Model S P85D,27426,62.9,374,No,27426,436,233,408,twice a month,monthly,once or twice a year,70%,85.54
Asia Pacific & Europe (excl UK),27-Dec-13,11-Jun-16,897,Model S P85,156115,173.8,372,No,156115,898,214,400,twice a month,a few times a year,once or twice a year,90%,444.04
Asia Pacific & Europe (excl UK),28-May-14,15-Feb-16,628,Model S 85,40005,63.6,383,No,40005,629,224,400,a few times a year,a few times a year,a few times a year,90%,117.44
Asia Pacific & Europe (excl UK),17-Dec-14,11-Jun-16,542,Model S 85,54000,99.4,386,No,54000,543,226,400,monthly,a few times a year,never,80%,159.31
Asia Pacific & Europe (excl UK),23-Dec-13,11-Jun-16,901,Model S P85,74500,82.6,379,No,74500,902,226,400,twice a month,monthly,monthly,90%,221.78
Asia Pacific & Europe (excl UK),25-Nov-14,12-Jun-16,565,Model S 85,54000,95.4,383,No,54000,566,220,400,monthly,a few times a year,once or twice a year,90%,155.68
Asia Pacific & Europe (excl UK),20-Nov-13,16-Jun-16,939,Model S 85,139100,148,374,No,139100,940,187,400,twice a week,twice a month,never,70%,346.95
Asia Pacific & Europe (excl UK),15-Mar-16,15-Jun-16,92,Model S 70D,13659,146.9,369,No,13659,93,209,365,daily,twice a week,once or twice a year,100%,41.27
Asia Pacific & Europe (excl UK),13-Nov-13,17-Jun-16,947,Model S 85,78956,83.3,382,Yes,66956,804,235,400,,,,,206.46
Asia Pacific & Europe (excl UK),1-Dec-15,17-Jun-16,199,Model S 70,11968,59.8,369,No,11968,200,187,360,twice a month,monthly,twice a month,80%,31.93
Asia Pacific & Europe (excl UK),10-Dec-13,15-Jun-16,918,Model S P85,231000,251.4,370,Yes,154000,613,228,400,,,,,470.74
Asia Pacific & Europe (excl UK),30-Mar-15,19-Jun-16,447,Model S 85D,50011,111.6,412,No,50011,448,206,430,weekly,monthly,monthly,90%,134.96
Asia Pacific & Europe (excl UK),20-Nov-13,23-Jun-16,946,Model S 85,140050,147.9,376,No,140050,947,187,400,twice a week,twice a month,never,70%,348.42
Asia Pacific & Europe (excl UK),19-Aug-15,24-Jun-16,310,Model S 70D,43787,140.8,353,No,43787,311,213,365,daily,monthly,a few times a year,80%,136.99
Asia Pacific & Europe (excl UK),17-Dec-14,26-Jun-16,557,Model S 85,54765,98.1,384,No,54765,558,225,400,monthly,monthly,a few times a year,80%,161.26
Asia Pacific & Europe (excl UK),21-Mar-16,16-Jun-16,87,Model S 70,7080,80.5,367,No,7080,88,202,360,twice a month,monthly,a few times a year,,20.59
Asia Pacific & Europe (excl UK),3-Apr-15,2-Jul-16,456,Model S P85D,28424,62.2,379,No,28424,457,232,408,twice a month,monthly,once or twice a year,70%,88.24
Asia Pacific & Europe (excl UK),16-Oct-13,2-Jul-16,990,Model S P85+,52500,53,380,No,52500,991,225,400,once or twice a year,once or twice a year,never,80%,155.41
Asia Pacific & Europe (excl UK),10-Mar-16,8-Jul-16,120,Model S 90D,15000,124,447,No,15000,121,225,452,,,,,41.23
Asia Pacific & Europe (excl UK),24-Dec-15,29-Jun-16,188,Model S 85D,12000,63.5,430,No,12000,189,218,430,,,,,33.55
Asia Pacific & Europe (excl UK),10-Sep-13,11-Jul-16,1035,Model S P85,183000,176.6,366,No,183000,"1,036",215,400,twice a month,daily,a few times a year,100%,527.06
Asia Pacific & Europe (excl UK),15-Dec-15,16-Jul-16,214,Model S 70D,15300,71.2,364,No,15300,215,211,365,twice a month,never,never,90%,47
Asia Pacific & Europe (excl UK),4-Dec-15,16-Jul-16,225,Model S 70D,19000,84.1,349,No,19000,226,206,365,a few times a year,a few times a year,never,80%,57.82
Asia Pacific & Europe (excl UK),29-Sep-15,18-Jul-16,293,Model S 90D,26389,89.8,428,No,26389,294,236,452,a few times a year,a few times a year,a few times a year,80%,77.74
Asia Pacific & Europe (excl UK),10-Jun-16,16-Jul-16,36,Model S 90D,4900,132.4,445,No,4900,37,242,452,,,,,14.52
Asia Pacific & Europe (excl UK),5-Jun-15,16-Jul-16,407,Model S 85D,52600,128.9,419,No,52600,408,211,430,weekly,monthly,once or twice a year,90%,145.08
Asia Pacific & Europe (excl UK),20-Jun-16,17-Jul-16,27,Model S 90D,1512,54,456,No,1512,28,194,452,weekly,weekly,monthly,90%,3.55
Asia Pacific & Europe (excl UK),13-May-15,25-Jul-16,439,Model S 85,42234,96,381,No,42234,440,207,400,monthly,a few times a year,once or twice a year,80%,114.86
Asia Pacific & Europe (excl UK),19-Aug-15,28-Jul-16,344,Model S 70D,49107,142.3,352,No,49107,345,209,365,daily,monthly,a few times a year,80%,150.96
Asia Pacific & Europe (excl UK),13-Apr-16,30-Jul-16,108,Model S P90D,1330,12.2,412,No,1330,109,244,417,monthly,twice a month,a few times a year,70%,3.97
Asia Pacific & Europe (excl UK),3-Apr-15,31-Jul-16,485,Model S P85D,30001,61.7,379,No,30001,486,231,408,twice a month,monthly,once or twice a year,70%,92.74
Asia Pacific & Europe (excl UK),3-Apr-15,31-Jul-16,485,Model S P85D,30094,61.9,378,No,30094,486,231,408,twice a month,monthly,once or twice a year,70%,93.14
Asia Pacific & Europe (excl UK),3-Apr-15,31-Jul-16,485,Model S P85D,30353,62.5,380,No,30353,486,231,408,twice a month,monthly,once or twice a year,70%,93.71
Asia Pacific & Europe (excl UK),17-Apr-16,30-Jul-16,104,Model S 70D,1700,16.2,363,No,1700,105,186,365,,,,,4.61
Asia Pacific & Europe (excl UK),17-Mar-14,1-Aug-16,868,Model S P85,80000,92.1,377,No,80000,869,201,400,a few times a year,a few times a year,never,90%,212.36
Asia Pacific & Europe (excl UK),25-Nov-13,31-Jul-16,979,Model S 85,71000,72.4,373,Yes,57987,800,266,400,monthly,a few times a year,a few times a year,90%,204.76
Asia Pacific & Europe (excl UK),22-Nov-13,25-Jul-16,976,Model S P85,84000,86,382,No,84000,977,235,400,a few times a year,a few times a year,a few times a year,80%,260.61
Asia Pacific & Europe (excl UK),1-Oct-14,4-Aug-16,673,Model S 85,76500,113.5,372,No,76500,674,223,400,monthly,monthly,a few times a year,80%,226.75
Asia Pacific & Europe (excl UK),24-Jun-14,4-Aug-16,772,Model S 85,100500,130,381,No,100500,773,220,400,monthly,monthly,once or twice a year,80%,290.46
Asia Pacific & Europe (excl UK),4-Dec-15,4-Aug-16,244,Model S 70D,25000,102,350,No,25000,245,204,365,monthly,a few times a year,never,80%,75.23
Asia Pacific & Europe (excl UK),3-Apr-15,6-Aug-16,491,Model S P85D,30909,62.8,379,No,30909,492,231,408,twice a month,monthly,once or twice a year,70%,95.55
Asia Pacific & Europe (excl UK),20-Nov-13,9-Aug-16,993,Model S 85,104000,104.6,373,No,104000,994,218,400,twice a month,weekly,once or twice a year,80%,302.8
Asia Pacific & Europe (excl UK),20-Nov-13,9-Aug-16,993,Model S 85,148150,149,379,No,148150,994,186,400,twice a week,a few times a year,once or twice a year,80%,365.19
Asia Pacific & Europe (excl UK),15-Dec-15,9-Aug-16,238,Model S 70D,17500,73.2,361,No,17500,239,210,365,,,,,53.38
Asia Pacific & Europe (excl UK),22-Nov-13,11-Aug-16,993,Model S 85,106563,107.2,369,No,106563,994,200,400,monthly,monthly,never,90%,286.13
Asia Pacific & Europe (excl UK),29-Sep-15,12-Aug-16,318,Model S 90D,29890,93.7,431,No,29890,319,236,452,a few times a year,a few times a year,a few times a year,80%,88.3
Asia Pacific & Europe (excl UK),15-Dec-15,17-Aug-16,246,Model S 70D,18300,74.1,359,No,18300,247,209,365,,,,,55.71
Asia Pacific & Europe (excl UK),13-May-15,13-Aug-16,458,Model S 85,60700,132.2,382,No,60700,459,200,400,,,,,159.28
Asia Pacific & Europe (excl UK),13-May-15,10-Aug-16,455,Model S 85,45533,99.9,385,No,45533,456,207,400,monthly,a few times a year,once or twice a year,80%,123.96
Asia Pacific & Europe (excl UK),13-May-15,21-Aug-16,466,Model S P85D,27000,57.8,381,Yes,25000,432,221,408,a few times a year,a few times a year,once or twice a year,80%,73.3
Asia Pacific & Europe (excl UK),4-Jun-14,5-Aug-16,793,Model S 85,123275,155.3,376,No,123275,794,182,400,twice a month,a few times a year,a few times a year,90%,298.48
Asia Pacific & Europe (excl UK),23-Dec-13,23-Aug-16,974,Model S P85,84561,86.7,381,No,84561,975,225,400,twice a month,monthly,monthly,90%,249.96
Asia Pacific & Europe (excl UK),2-Sep-15,23-Aug-16,356,Model S P85,20500,57.4,386,No,20500,357,212,400,weekly,twice a month,once or twice a year,80%,56.74
Asia Pacific & Europe (excl UK),7-Nov-14,17-Aug-16,649,Model S 85,40200,61.8,389,No,40200,650,193,400,a few times a year,once or twice a year,never,70%,101.53
Asia Pacific & Europe (excl UK),20-Nov-13,22-Aug-16,1006,Model S 85,74000,73.5,381,No,74000,"1,007",210,400,twice a month,a few times a year,once or twice a year,80%,205.44
Asia Pacific & Europe (excl UK),19-Aug-15,27-Aug-16,374,Model S 70D,53176,141.8,352,No,53176,375,206,365,daily,monthly,twice a month,80%,161.12
Asia Pacific & Europe (excl UK),10-Mar-16,29-Aug-16,172,Model S 90D,20000,115.6,447,No,20000,173,218,452,,,,,53.27
Asia Pacific & Europe (excl UK),13-Nov-13,30-Aug-16,1021,Model S 85,86532,84.7,383,Yes,74532,880,235,400,twice a month,a few times a year,a few times a year,90%,229.53
Asia Pacific & Europe (excl UK),30-Sep-14,10-May-16,588,Model S 85,55421,94.1,367,No,55421,589,258,400,,,,,191.3
Asia Pacific & Europe (excl UK),30-Sep-14,25-Aug-16,695,Model S 85,65833,94.6,373,No,65833,696,253,400,,,,,221.1
Asia Pacific & Europe (excl UK),26-Apr-16,30-Aug-16,126,Model S 70D,6455,50.8,361,No,6455,127,198,365,,,,,18.57
Asia Pacific & Europe (excl UK),17-Apr-16,1-Sep-16,137,Model S 70D,4000,29,354,No,4000,138,174,365,twice a month,a few times a year,,90%,10.28
Asia Pacific & Europe (excl UK),5-Jun-15,22-Aug-16,444,Model S 85D,57583,129.4,413,No,57583,445,211,430,weekly,monthly,once or twice a year,90%,158.97
Asia Pacific & Europe (excl UK),20-Apr-16,3-Sep-16,136,Model S 90D,5444,39.7,446,No,5444,137,220,452,monthly,a few times a year,monthly,90%,14.65
Asia Pacific & Europe (excl UK),15-Dec-15,5-Sep-16,265,Model S 70D,20300,76.3,359,No,20300,266,205,365,weekly,never,never,90%,60.62
Asia Pacific & Europe (excl UK),9-Dec-15,6-Sep-16,272,Model S 90D,48000,175.8,440,No,48000,273,218,452,daily,monthly,twice a month,80%,128.85
Asia Pacific & Europe (excl UK),21-Dec-13,6-Sep-16,990,Model S 85,89000,89.8,372,No,89000,991,211,400,weekly,monthly,once or twice a year,80%,251.14
Asia Pacific & Europe (excl UK),20-Nov-13,6-Sep-16,1021,Model S 85,152250,149,382,No,152250,"1,022",185,400,twice a week,a few times a year,once or twice a year,70%,371.84
Asia Pacific & Europe (excl UK),29-Apr-16,7-Sep-16,131,Model S 70D,10000,75.8,365,No,10000,132,221,365,,,,,32.13
Asia Pacific & Europe (excl UK),15-Mar-16,7-Sep-16,176,Model S 70D,21045,118.9,366,No,21045,177,218,365,twice a month,weekly,once or twice a year,90%,66.6
Asia Pacific & Europe (excl UK),29-Sep-15,7-Sep-16,344,Model S 90D,31865,92.4,433,No,31865,345,234,452,a few times a year,a few times a year,a few times a year,80%,93.12
Asia Pacific & Europe (excl UK),16-Nov-13,3-Sep-16,1022,Model S 85,53756,52.5,381,No,53756,"1,023",195,400,weekly,a few times a year,once or twice a year,90%,138.59
Asia Pacific & Europe (excl UK),6-Nov-13,7-Sep-16,1036,Model S 85,100250,96.7,375,No,100250,"1,037",203,400,a few times a year,a few times a year,a few times a year,90%,271.11
Asia Pacific & Europe (excl UK),29-Jun-16,8-Sep-16,71,Model S 70D,6316,87.7,357,No,6316,72,181,365,monthly,twice a month,a few times a year,80%,16.7
Asia Pacific & Europe (excl UK),3-Apr-15,9-Sep-16,525,Model S P85D,32110,61,382,No,32110,526,230,408,twice a month,monthly,once or twice a year,70%,98.45
Asia Pacific & Europe (excl UK),3-Mar-16,11-Sep-16,192,Model S 85D,20147,104.4,428,No,20147,193,220,430,monthly,a few times a year,once or twice a year,90%,56.97
Asia Pacific & Europe (excl UK),25-Nov-13,11-Sep-16,1021,Model S P85+,116148,113.6,379,No,116148,"1,022",224,400,a few times a year,weekly,monthly,90%,344.8
Asia Pacific & Europe (excl UK),22-Nov-13,12-Sep-16,1025,Model S 85,109248,106.5,373,No,109248,"1,026",200,400,monthly,monthly,never,90%,291.82
Asia Pacific & Europe (excl UK),27-Jan-16,12-Sep-16,229,Model S 85D,17500,76.1,420,No,17500,230,230,430,weekly,monthly,monthly,90%,52.23
Asia Pacific & Europe (excl UK),15-Nov-15,14-Sep-16,304,Model S 90,16667,54.6,410,No,16667,305,204,425,a few times a year,a few times a year,a few times a year,80%,42.06
Asia Pacific & Europe (excl UK),10-Sep-13,15-Sep-16,1101,Model S P85,200000,181.5,366,No,200000,"1,102",212,400,twice a month,daily,a few times a year,100%,567.99
Asia Pacific & Europe (excl UK),13-May-15,19-Sep-16,495,Model S 85,50878,102.6,385,No,50878,496,205,400,a few times a year,monthly,once or twice a year,80%,137.17
Asia Pacific & Europe (excl UK),15-Dec-15,20-Sep-16,280,Model S 70D,22442,79.9,361,No,22442,281,202,365,,,,,65.85
Asia Pacific & Europe (excl UK),30-Oct-14,23-Sep-16,694,Model S 85,68439,98.5,384,No,68439,695,220,400,twice a week,a few times a year,,90%,198.27
Asia Pacific & Europe (excl UK),3-Apr-15,24-Sep-16,540,Model S P85D,32540,60.1,381,No,32540,541,229,408,twice a month,monthly,once or twice a year,70%,99.47
Asia Pacific & Europe (excl UK),3-Apr-15,25-Sep-16,541,Model S P85D,32910,60.7,383,No,32910,542,229,408,twice a month,monthly,once or twice a year,70%,100.34
Asia Pacific & Europe (excl UK),4-Jun-14,27-Sep-16,846,Model S 85,133442,157.5,380,No,133442,847,182,400,twice a month,a few times a year,a few times a year,90%,321.44
Asia Pacific & Europe (excl UK),1-Dec-13,29-Sep-16,1033,Model S 85,84000,81.2,379,No,84000,"1,034",203,400,monthly,a few times a year,a few times a year,80%,224.62
Asia Pacific & Europe (excl UK),19-Dec-14,15-Aug-16,605,Model S 85,102000,168.3,374,No,102000,606,229,400,twice a month,monthly,a few times a year,90%,309.66
Asia Pacific & Europe (excl UK),17-Apr-16,1-Oct-16,167,Model S 70,6463,38.5,358,No,6463,168,218,360,weekly,monthly,weekly,90%,20.54
Asia Pacific & Europe (excl UK),25-Nov-13,4-Oct-16,1044,Model S 85,117434,112.4,375,No,117434,"1,045",223,400,a few times a year,a few times a year,a few times a year,70%,346.72
